                      Estimate   Std. Error
Omegainput1_s     5.963058e+00 3.333273e+00
Omegainput1_s     8.074335e+00 3.439539e+00
Omegainput1_s    -6.909430e+00 5.264139e+00
Omegainput1_s     8.693446e+00 3.267677e+00
Omegainput1_s    -9.334387e+00 6.643204e+00
Omegainput1_s    -6.021510e+00 8.651436e+00
Omegainput1_s    -1.692901e+00 3.774116e+00
Omegainput1_s     5.916718e+00 3.413706e+00
Omegainput1_s    -6.959267e+00 8.922550e+00
Omegainput1_s    -4.897733e+00 5.295926e+00
Omegainput1_s     9.111856e+00 2.964752e+00
Omegainput1_s     7.915924e+00 3.396007e+00
Omegainput1_s    -8.336270e+00 8.083426e+00
Omegainput1_s     9.039727e+00 3.477094e+00
Omegainput1_s    -4.587324e+00 5.123529e+00
Omegainput1_s     2.834370e+00 3.533956e+00
Omegainput1_s     1.101134e+00 4.408572e+00
Omegainput1_s    -8.298112e+00 7.500727e+00
Omegainput1_s    -2.743079e+00 3.948435e+00
Omegainput1_s    -8.003219e+00 6.360855e+00
Omegainput1_s     4.664188e+00 3.556654e+00
Omegainput1_s     4.876191e+00 3.491983e+00
Omegainput1_s     9.492005e+00 3.384682e+00
Omegainput1_s     4.587261e+00 3.824647e+00
Omegainput1_s     4.675213e+00 3.373290e+00
Omegainput1_s     8.463278e+00 3.595510e+00
Omegainput1_s     6.984127e+00 3.369377e+00
Omegainput1_s     1.270452e+01 3.403575e+00
Omegainput1_s     5.503511e-01 3.563695e+00
Omegainput1_s     5.970774e+00 3.403988e+00
Omegainput1_s    -3.531506e+00 4.095923e+00
Omegainput1_s    -6.100020e-01 4.359243e+00
Omegainput1_s     1.248184e+01 3.425804e+00
Omegainput1_s     7.642237e+00 3.054787e+00
Omegainput1_s     8.050081e+00 3.767739e+00
Omegainput1_s    -4.591973e+00 4.564343e+00
Omegainput1_s     1.814282e+00 4.088363e+00
Omegainput1_s    -5.497969e+00 5.271739e+00
Omegainput1_s     3.088863e+00 3.156769e+00
Omegainput1_s     9.350908e+00 3.027791e+00
Omegainput1_s     1.758501e+00 4.104271e+00
Omegainput1_s    -1.052234e+00 4.625969e+00
Omegainput1_s     1.061404e+01 3.408462e+00
Omegainput1_s     3.092708e+00 4.002099e+00
Omegainput1_s     3.101938e+00 3.876245e+00
Omegainput1_s     7.707863e+00 3.357409e+00
Omegainput1_s     7.574895e+00 3.383151e+00
Omegainput1_s     4.553628e-01 4.457363e+00
Omegainput1_s    -4.884797e+00 5.539025e+00
Omegainput1_s     9.473758e+00 3.380859e+00
Omegainput1_s    -8.140447e+00 8.301133e+00
Omegainput1_s     5.328084e+00 3.501676e+00
Omegainput1_s     1.011537e+01 3.325067e+00
Omegainput1_s    -3.079525e+00 4.681028e+00
Omegainput1_s     3.417164e+00 3.589625e+00
Omegainput1_s     9.045816e+00 3.363939e+00
Omegainput1_s    -5.899401e+00 5.535192e+00
Omegainput1_s    -8.115339e+00 5.519959e+00
Omegainput1_s     1.599074e-01 3.761261e+00
